iid,date,airline,flightNumber,,dep.airport,incidentType,severity,delay,num.injuries,reported.by,aircraft
i12539,26.10.2014,CX,2730,,SEA,mechanical,critical,56,0,crew,777-300ER
i12540,5.5.2013,LA,3829,,JFK,crew,minor,40,0,mechanic,747-8
i12541,23.9.2012,KE,3632,,HND,security,critical,45,0,company,777-300ER
i12542,23.6.2018,SV,7250,,JFK,mechanical,major,57,0,mechanic,747-8
i12543,23.9.2021,AD,3413,,LAS,turbulence,minor,27,0,first officer,737-800
i12544,4.9.2009,AC,5833,,LHR,medical,minor,85,1,ground staff,A350-900
i12545,4.11.2019,QR,6408,,CDG,faa,critical,127,0,mechanic,777-300ER
i12546,13.10.2011,DL,1488,,DFW,crew,critical,125,0,mechanic,A380
i12547,26.9.2022,UA,4287,,JFK,turbulence,critical,14,1,crew,A350-900
i12548,6.11.2008,AY,8519,,ATL,weather,critical,30,0,company,A350-900
i12549,20.7.2014,AC,3208,,SYD,mechanical,minor,106,0,first officer,BE206-JetRanger
i12550,2.3.2019,AF,3636,,SFO,weather,minor,22,0,first officer,A350-900
i12551,16.7.2017,AA,6838,,CDG,weather,major,129,0,crew,737-800
i12552,8.9.2012,AV,7898,,SFO,medical,critical,24,1,ground staff,BE206-JetRanger
i12553,6.1.2015,DY,2652,,ORD,security,major,100,0,mechanic,BE206-JetRanger
i12554,24.7.2021,AV,7224,,LAS,security,critical,136,0,crew,777-300ER
i12555,1.7.2012,AC,7244,,BOM,turbulence,minor,113,1,crew,A380
i12556,8.12.2017,SU,8002,,HND,crew,minor,48,0,first officer,737-400
i12557,13.1.2023,DL,4307,,GRU,mechanical,major,110,0,company,747-8
i12558,23.6.2020,AF,1070,,LAX,turbulence,minor,54,0,company,747-8
i12559,27.7.2015,DY,4779,,YYZ,turbulence,critical,13,1,pilot,747-8
i12560,4.8.2010,FR,5012,,JFK,weather,major,57,0,company,BE206-JetRanger
i12561,4.5.2016,KL,4781,,DEN,crew,major,50,0,ground staff,A380
i12562,9.11.2010,MU,3024,,GRU,turbulence,critical,60,0,ground staff,A380
i12563,7.6.2021,JL,3864,,DFW,medical,critical,54,2,mechanic,A380
i12564,19.4.2009,CX,9166,,DXB,crew,critical,94,0,mechanic,737-400
i12565,2.12.2023,CX,5121,,PEK,weather,minor,73,0,first officer,777-300ER
i12566,21.9.2014,TK,4338,,GRU,turbulence,major,121,0,first officer,BE206-JetRanger
i12567,2.10.2016,LH,115,,JFK,weather,major,24,0,first officer,737-400
i12568,3.4.2009,KE,3247,,PEK,weather,critical,54,0,crew,777-300ER
i12569,13.7.2020,EY,4343,,DEN,medical,minor,107,0,ground staff,777-300ER
i12570,14.5.2021,UA,3461,,LHR,crew,critical,91,0,mechanic,A321-XLR
i12571,21.3.2009,AM,993,,HND,security,major,110,0,crew,737-800
i12572,18.5.2016,TG,9016,,HND,crew,minor,44,0,mechanic,A350-900
i12573,7.6.2009,JL,8439,,GRU,weather,critical,17,0,crew,737-800
i12574,15.1.2024,TK,1158,,GRU,medical,major,105,0,crew,747-8
i12575,19.10.2013,NH,4131,,DEN,weather,major,29,0,pilot,747-8
i12576,4.10.2011,MH,5895,,SYD,faa,critical,11,0,pilot,737-800
i12577,13.5.2009,DL,518,,BOM,faa,critical,37,0,first officer,A380
i12578,11.3.2011,AF,7385,,LHR,mechanical,critical,74,0,pilot,737-800
i12579,6.11.2017,UA,1026,,LAX,crew,major,92,0,crew,A350-900
i12580,10.6.2016,TK,9832,,JFK,security,minor,113,0,ground staff,A380
i12581,19.2.2017,AY,4865,,LAS,weather,major,103,0,first officer,737-400
i12582,13.7.2022,KE,2336,,SYD,security,minor,127,0,company,A350-900
i12583,16.3.2021,NH,1233,,BOM,weather,major,28,0,crew,A350-900
i12584,16.10.2012,QF,484,,DEN,mechanical,minor,133,0,mechanic,777-300ER
i12585,18.1.2018,SV,8935,,LAX,weather,minor,71,0,mechanic,A350-900
i12586,14.1.2010,LH,7305,,DEN,faa,minor,123,0,mechanic,777-300ER
i12587,11.6.2020,AD,6194,,ATL,turbulence,major,47,0,ground staff,A380
i12588,12.8.2009,KL,2950,,ATL,weather,major,34,0,pilot,747-8
i12589,6.4.2023,QF,3953,,SFO,weather,critical,32,0,pilot,737-800
i12590,8.11.2013,JL,6057,,DFW,turbulence,major,91,0,first officer,A380
i12591,2.7.2010,UA,2420,,JFK,turbulence,major,100,1,ground staff,777-300ER
i12592,6.5.2014,DY,2606,,DFW,weather,minor,25,0,mechanic,A380
i12593,3.3.2020,AI,1593,,CDG,mechanical,minor,136,0,ground staff,737-800
i12594,1.4.2021,BA,3547,,ORD,weather,critical,92,0,ground staff,A321-XLR
i12595,23.1.2022,CX,9093,,ATL,faa,critical,17,0,mechanic,777-300ER
i12596,7.11.2023,FR,6024,,SYD,medical,minor,50,0,ground staff,747-8
i12597,5.10.2017,BA,5313,,SEA,weather,minor,23,0,mechanic,A321-XLR
i12598,15.1.2021,AZ,8534,,LAX,faa,minor,11,0,crew,A321-XLR
i12599,27.2.2016,LH,8724,,BOM,weather,minor,36,0,pilot,A380
i12600,7.6.2017,NZ,3012,,PEK,security,major,101,0,crew,A350-900
i12601,15.10.2018,JL,5646,,SYD,faa,minor,71,0,ground staff,A350-900
i12602,12.2.2019,LH,4167,,PEK,faa,critical,25,0,ground staff,777-300ER
i12603,28.8.2017,AM,170,,BOM,mechanical,major,38,0,mechanic,747-8
i12604,21.12.2020,U2,3555,,SYD,security,major,90,0,crew,A350-900
i12605,13.10.2023,AY,1029,,ORD,mechanical,minor,22,0,mechanic,A380
i12606,10.4.2011,TK,9722,,BOM,turbulence,minor,28,1,pilot,737-800
i12607,26.10.2011,G3,9155,,LAS,faa,major,54,0,ground staff,737-400
i12608,11.4.2017,VN,5697,,HND,crew,minor,80,0,company,A380
i12609,21.4.2018,AM,7178,,HND,turbulence,critical,99,1,ground staff,777-300ER
i12610,5.5.2008,QF,819,,DXB,mechanical,major,98,0,ground staff,747-8
i12611,23.5.2016,MU,2852,,LHR,crew,minor,41,0,mechanic,A321-XLR
i12612,19.3.2015,KE,6826,,DEN,mechanical,major,32,0,crew,737-400
i12613,7.12.2015,MH,7915,,YYZ,faa,major,22,0,mechanic,777-300ER
i12614,18.12.2021,FR,1375,,HND,weather,critical,68,0,ground staff,747-8
i12615,18.5.2012,FR,5689,,GRU,security,critical,35,0,ground staff,737-800
i12616,4.7.2013,LA,9895,,DXB,mechanical,major,86,0,pilot,A380
i12617,25.9.2010,NH,8757,,SEA,mechanical,critical,38,0,first officer,777-300ER
i12618,8.6.2008,AZ,3920,,BOM,medical,critical,74,1,pilot,777-300ER
i12619,17.7.2022,JL,1424,,SYD,medical,major,117,1,pilot,747-8
i12620,11.10.2021,AV,6162,,DFW,weather,major,17,0,ground staff,747-8
i12621,3.5.2011,BA,2781,,DFW,medical,minor,68,1,first officer,737-400
i12622,20.2.2021,AF,5390,,ATL,crew,critical,74,0,crew,747-8
i12623,3.7.2013,DY,3643,,YYZ,faa,critical,12,0,ground staff,737-400
i12624,17.10.2012,FR,3960,,GRU,mechanical,critical,131,0,crew,BE206-JetRanger
i12625,5.2.2013,OZ,9511,,JFK,security,minor,77,0,ground staff,737-400
i12626,15.1.2017,LA,4306,,SYD,security,minor,115,0,company,A380
i12627,22.8.2021,NZ,5464,,ORD,weather,critical,17,0,mechanic,BE206-JetRanger
i12628,25.10.2010,TG,4776,,DFW,security,critical,76,0,mechanic,A380
i12629,6.8.2011,AY,8675,,JFK,crew,major,11,0,ground staff,777-300ER
i12630,5.10.2012,TK,4546,,DEN,crew,critical,91,0,crew,737-800
i12631,22.9.2014,DL,3940,,JFK,mechanical,major,36,0,ground staff,777-300ER
i12632,21.8.2011,AZ,5341,,PEK,turbulence,critical,27,0,first officer,737-800
i12633,20.3.2011,TG,5509,,JFK,medical,critical,65,1,company,A321-XLR
i12634,16.7.2019,SU,5116,,ORD,security,critical,97,0,company,747-8
i12635,26.11.2010,MU,7109,,YYZ,security,critical,45,0,crew,737-400
i12636,8.3.2017,SV,380,,ORD,weather,minor,12,0,pilot,737-800
i12637,24.6.2020,CZ,7678,,HND,mechanical,critical,24,0,mechanic,747-8
i12638,5.11.2013,AD,6460,,SFO,mechanical,critical,123,0,ground staff,737-800
i12639,8.3.2021,SV,9915,,JFK,crew,critical,124,0,first officer,A350-900
i12640,17.9.2014,AI,9812,,YYZ,medical,minor,103,1,pilot,737-800
i12641,16.2.2009,AY,767,,YYZ,crew,major,66,0,first officer,747-8
i12642,19.4.2024,SU,796,,DXB,security,minor,46,0,first officer,A321-XLR
i12643,26.2.2016,AZ,179,,SFO,medical,minor,136,1,first officer,A321-XLR
i12644,26.2.2018,OZ,3775,,DXB,security,major,70,0,company,BE206-JetRanger
i12645,20.4.2020,NH,6509,,SEA,turbulence,critical,59,1,first officer,737-400
i12646,13.2.2023,QF,158,,ATL,medical,critical,97,1,ground staff,737-800
i12647,23.12.2012,DL,4682,,LHR,weather,major,115,0,crew,A350-900
i12648,22.5.2009,KL,656,,FRA,faa,minor,61,0,pilot,747-8
i12649,25.10.2010,AM,2835,,SEA,weather,major,53,0,mechanic,737-400
i12650,9.3.2011,AV,9574,,FRA,security,major,98,0,first officer,A350-900
i12651,16.7.2018,EY,6254,,CDG,weather,minor,84,0,ground staff,747-8
i12652,14.7.2011,WN,4484,,DFW,crew,critical,79,0,first officer,A350-900
i12653,18.12.2024,CX,3038,,DXB,turbulence,critical,36,1,crew,A350-900
i12654,2.7.2011,AI,6695,,SFO,weather,major,124,0,mechanic,A321-XLR
i12655,25.2.2023,AD,3640,,PEK,mechanical,critical,31,0,company,A321-XLR
i12656,8.5.2010,LA,8996,,DXB,turbulence,major,10,1,first officer,747-8
i12657,12.6.2020,QR,7823,,CDG,weather,critical,126,0,ground staff,BE206-JetRanger
i12658,24.1.2016,UA,9575,,SEA,turbulence,critical,80,1,ground staff,747-8
i12659,18.5.2019,AI,3033,,DXB,weather,minor,71,0,pilot,737-400
i12660,10.2.2008,AM,8238,,LHR,mechanical,critical,14,0,mechanic,A380
i12661,14.8.2010,KL,9053,,JFK,security,minor,99,0,pilot,747-8
i12662,26.9.2013,NH,5633,,PEK,weather,critical,52,0,pilot,A350-900
i12663,21.12.2012,AF,288,,HND,turbulence,major,77,1,pilot,BE206-JetRanger
i12664,26.11.2021,AV,5702,,HND,crew,minor,39,0,first officer,A321-XLR
i12665,17.3.2017,AC,1547,,ORD,weather,major,105,0,company,737-400
i12666,22.5.2023,LA,4512,,LHR,weather,major,27,0,pilot,777-300ER
i12667,11.5.2018,AC,4623,,FRA,turbulence,critical,94,0,mechanic,747-8
i12668,24.9.2016,QF,6795,,GRU,crew,minor,56,0,first officer,BE206-JetRanger
i12669,26.3.2020,JL,8644,,PEK,security,major,77,0,crew,BE206-JetRanger
i12670,18.10.2023,AV,4849,,ATL,weather,minor,66,0,first officer,747-8
i12671,17.7.2010,EY,4889,,GRU,security,minor,87,0,company,737-800
i12672,16.9.2018,AD,2688,,SFO,medical,critical,52,1,company,A380
i12673,12.8.2012,U2,4758,,GRU,security,minor,59,0,company,A380
i12674,21.12.2020,EK,7542,,SYD,faa,minor,24,0,mechanic,BE206-JetRanger
i12675,28.12.2012,SV,8435,,LHR,turbulence,critical,27,0,pilot,737-400
i12676,11.2.2008,UA,1200,,SFO,turbulence,major,106,0,mechanic,BE206-JetRanger
i12677,27.2.2014,G3,1580,,CDG,mechanical,major,71,0,ground staff,737-400
i12678,28.5.2014,TK,6866,,DXB,mechanical,minor,105,0,ground staff,737-400
i12679,21.9.2017,EY,8533,,CDG,faa,critical,87,0,crew,737-800
i12680,17.10.2019,AI,1956,,BOM,security,major,16,0,pilot,737-400
i12681,7.7.2021,AM,9039,,DXB,faa,critical,94,0,company,737-400
i12682,10.3.2018,NH,9640,,YYZ,crew,critical,26,0,ground staff,BE206-JetRanger
i12683,6.9.2013,AD,8920,,ORD,security,critical,57,0,crew,A350-900
i12684,19.4.2009,DL,2090,,HND,weather,minor,103,0,mechanic,777-300ER
i12685,5.4.2013,LH,7944,,CDG,faa,minor,26,0,ground staff,777-300ER
i12686,23.8.2021,AA,6374,,ORD,faa,critical,106,0,company,777-300ER
i12687,20.9.2018,U2,9426,,SFO,medical,major,26,1,first officer,777-300ER
i12688,25.10.2020,AD,4739,,JFK,security,minor,26,0,ground staff,747-8
i12689,8.9.2022,AC,1169,,DEN,turbulence,minor,81,0,crew,BE206-JetRanger
i12690,12.1.2019,AF,2660,,GRU,weather,major,113,0,pilot,A380
i12691,22.9.2021,LA,9122,,SEA,weather,critical,21,0,pilot,737-800
i12692,28.7.2012,VN,788,,SEA,faa,minor,18,0,first officer,A380
i12693,1.6.2016,G3,6025,,SFO,crew,critical,32,0,company,737-800
i12694,9.9.2013,U2,8438,,SEA,crew,minor,105,0,pilot,737-400
i12695,28.4.2021,MH,8642,,DFW,faa,critical,122,0,mechanic,737-800
i12696,1.1.2024,SQ,6079,,DFW,mechanical,critical,76,0,mechanic,737-400
i12697,14.11.2022,AD,1952,,LAS,weather,critical,95,0,first officer,BE206-JetRanger
i12698,6.4.2015,JL,1221,,HND,crew,major,93,0,ground staff,A350-900
i12699,4.7.2017,AD,464,,ATL,faa,major,30,0,company,A380
i12700,13.3.2018,FR,4470,,SFO,turbulence,critical,100,0,company,A380
i12701,14.10.2011,AZ,4564,,DFW,medical,minor,49,1,mechanic,737-800
i12702,10.10.2021,AV,3376,,ORD,mechanical,minor,21,0,company,A350-900
i12703,7.10.2015,JL,4586,,SEA,turbulence,critical,79,0,mechanic,737-400
i12704,14.5.2024,EK,2419,,HND,faa,major,68,0,company,A380
i12705,11.4.2022,JL,7919,,CDG,security,minor,22,0,company,A350-900
i12706,6.7.2023,IB,966,,LAX,security,minor,136,0,ground staff,BE206-JetRanger
i12707,26.10.2024,TK,4414,,DXB,faa,major,59,0,crew,777-300ER
i12708,26.2.2017,AF,6943,,ORD,mechanical,major,45,0,pilot,A350-900
i12709,6.8.2023,AM,9651,,DXB,medical,major,12,0,first officer,BE206-JetRanger
i12710,10.4.2021,EK,5486,,SEA,security,critical,60,0,first officer,BE206-JetRanger
i12711,4.10.2021,CZ,2214,,PEK,faa,minor,75,0,mechanic,737-400
i12712,2.9.2020,DL,770,,JFK,mechanical,critical,115,0,first officer,777-300ER
i12713,21.12.2015,BA,6916,,LAS,faa,critical,30,0,company,A380
i12714,8.1.2022,IB,692,,ORD,faa,minor,37,0,first officer,A350-900
i12715,7.9.2021,TK,8417,,JFK,crew,major,64,0,crew,BE206-JetRanger
i12716,1.6.2014,DL,3782,,CDG,faa,minor,13,0,mechanic,737-800
i12717,17.2.2023,DY,5986,,LAX,weather,minor,115,0,company,A350-900
i12718,1.5.2021,SU,7213,,FRA,crew,minor,16,0,first officer,A321-XLR
i12719,2.10.2018,CX,9024,,JFK,mechanical,minor,58,0,crew,777-300ER
i12720,1.7.2019,AA,6149,,CDG,security,major,52,0,first officer,A350-900
i12721,3.4.2012,AM,2836,,GRU,crew,minor,99,0,ground staff,777-300ER
i12722,9.6.2020,FR,7492,,DXB,faa,minor,105,0,mechanic,747-8
i12723,13.2.2022,NH,9228,,SFO,turbulence,minor,129,0,company,A350-900
i12724,12.7.2017,CX,4526,,PEK,crew,minor,78,0,crew,747-8
i12725,25.5.2023,IB,8158,,JFK,weather,critical,112,0,crew,A350-900
i12726,2.10.2009,SU,6052,,LHR,medical,minor,117,1,mechanic,737-800
i12727,25.10.2017,SV,5085,,LHR,medical,minor,78,0,first officer,A380
i12728,23.10.2012,UA,136,,JFK,medical,critical,21,1,pilot,A350-900
i12729,9.6.2014,G3,5262,,LAX,security,minor,113,0,company,BE206-JetRanger
i12730,24.9.2021,NH,1675,,JFK,medical,minor,18,0,first officer,BE206-JetRanger
i12731,28.3.2021,EK,2512,,JFK,medical,major,82,0,company,A380
i12732,3.9.2019,DL,4640,,LAX,weather,major,94,0,pilot,A380
i12733,4.11.2019,NZ,597,,SFO,medical,minor,112,1,first officer,737-800
i12734,17.3.2023,MU,3335,,ORD,turbulence,major,98,0,mechanic,737-400
i12735,26.8.2014,SV,1202,,JFK,turbulence,major,85,1,first officer,A380
i12736,19.4.2012,SQ,1545,,DXB,medical,critical,15,1,pilot,A350-900
i12737,24.6.2008,OZ,7440,,SFO,medical,critical,52,0,company,737-400
i12738,15.5.2017,KE,7967,,YYZ,turbulence,major,100,0,mechanic,777-300ER
i12739,13.2.2008,MH,5087,,DFW,turbulence,minor,107,0,crew,A321-XLR
i12740,8.12.2019,SU,7863,,HND,crew,major,16,0,pilot,737-800
i12741,18.11.2017,QF,9673,,LAX,faa,major,24,0,crew,A350-900
i12742,5.5.2015,AA,6304,,DEN,crew,minor,57,0,crew,737-800
i12743,21.10.2019,DL,1550,,SFO,crew,major,22,0,company,A321-XLR
i12744,16.9.2008,AZ,7793,,FRA,security,minor,55,0,first officer,737-800
i12745,18.11.2009,AY,4623,,DXB,security,minor,104,0,mechanic,A380
i12746,8.2.2009,G3,508,,JFK,faa,major,101,0,company,A380
i12747,17.2.2011,EK,3344,,GRU,medical,critical,109,1,pilot,737-800
i12748,4.2.2020,WN,3366,,LAX,crew,critical,113,0,pilot,BE206-JetRanger
i12749,10.2.2022,G3,7181,,GRU,medical,critical,121,1,ground staff,A380
i12750,1.5.2009,BA,3314,,ATL,mechanical,major,99,0,crew,737-400
i12751,4.8.2013,SQ,4788,,DXB,medical,minor,119,0,company,747-8
i12752,11.2.2009,DY,2849,,CDG,security,major,120,0,crew,A321-XLR
i12753,14.9.2018,U2,2139,,DXB,mechanical,minor,41,0,first officer,747-8
i12754,3.7.2021,KE,3658,,HND,medical,minor,23,1,first officer,A321-XLR
i12755,26.9.2010,MH,7394,,DXB,crew,major,75,0,mechanic,A321-XLR
i12756,8.6.2017,AC,4989,,YYZ,weather,critical,81,0,first officer,BE206-JetRanger
i12757,4.8.2018,KE,1118,,DEN,weather,critical,30,0,first officer,747-8
i12758,24.10.2023,NZ,6817,,SEA,medical,major,24,0,crew,BE206-JetRanger
i12759,24.1.2019,NH,3450,,FRA,mechanical,minor,90,0,first officer,737-800
i12760,27.10.2008,CX,9029,,DXB,crew,minor,59,0,ground staff,A321-XLR
i12761,2.5.2019,TK,6608,,JFK,mechanical,major,73,0,mechanic,A350-900
i12762,1.10.2017,IB,521,,SFO,weather,minor,97,0,first officer,737-800
i12763,4.10.2012,AY,9244,,BOM,mechanical,critical,103,0,company,A321-XLR
i12764,10.5.2017,FR,1277,,CDG,mechanical,major,127,0,mechanic,737-400
i12765,6.5.2017,KL,4323,,GRU,security,critical,56,0,pilot,A350-900
i12766,11.10.2019,AY,1896,,SFO,turbulence,major,17,0,company,737-400
i12767,23.4.2021,SQ,188,,SFO,mechanical,minor,50,0,first officer,777-300ER
i12768,18.10.2021,IB,7638,,GRU,medical,major,133,1,crew,A350-900
i12769,9.11.2020,KL,6896,,DFW,weather,critical,104,0,first officer,BE206-JetRanger
i12770,14.6.2022,AD,4702,,JFK,security,major,73,0,pilot,747-8
i12771,16.7.2014,AY,1292,,SYD,security,major,89,0,pilot,A321-XLR
i12772,20.9.2015,MH,7997,,SFO,weather,minor,53,0,crew,777-300ER
i12773,24.5.2024,DY,2046,,CDG,mechanical,critical,14,0,first officer,BE206-JetRanger
i12774,27.5.2024,CX,7183,,SEA,crew,major,77,0,ground staff,A380
i12775,3.8.2016,MU,6044,,LHR,weather,minor,119,0,ground staff,A350-900
i12776,11.9.2020,KL,3329,,SEA,crew,minor,51,0,mechanic,737-400
i12777,26.8.2012,SU,6110,,LHR,turbulence,critical,83,1,mechanic,A380
i12778,9.4.2010,OZ,5317,,SFO,security,major,98,0,ground staff,A380
i12779,3.6.2021,AM,540,,JFK,faa,minor,90,0,mechanic,777-300ER
i12780,4.7.2019,OZ,3555,,DFW,faa,critical,74,0,ground staff,737-800
i12781,3.3.2017,SQ,3155,,CDG,medical,major,46,0,first officer,BE206-JetRanger
i12782,13.8.2017,AY,9894,,HND,crew,major,35,0,ground staff,A350-900
i12783,3.7.2016,SQ,5302,,LHR,mechanical,minor,41,0,ground staff,737-400
i12784,27.12.2019,OZ,4002,,HND,mechanical,critical,108,0,first officer,A321-XLR
i12785,28.6.2013,TG,1123,,FRA,security,major,108,0,pilot,737-400
i12786,8.8.2012,DL,6047,,JFK,weather,critical,59,0,mechanic,777-300ER
i12787,4.2.2019,U2,775,,PEK,security,major,35,0,pilot,747-8
i12788,28.3.2013,AI,6584,,ATL,crew,major,112,0,crew,BE206-JetRanger
i12789,26.2.2017,AF,7176,,PEK,weather,major,55,0,ground staff,737-400
i12790,20.9.2023,TK,7371,,FRA,security,major,135,0,company,747-8
i12791,17.8.2020,CZ,4902,,DEN,security,critical,58,0,pilot,737-800
i12792,12.4.2010,IB,3518,,PEK,security,major,131,0,company,737-400
i12793,4.8.2011,AM,6722,,DEN,turbulence,critical,114,0,crew,A380
i12794,7.7.2016,FR,1182,,ATL,faa,critical,112,0,company,737-400
i12795,14.10.2011,QR,3792,,LAX,faa,minor,99,0,ground staff,737-400
i12796,8.3.2012,AF,2170,,LHR,turbulence,critical,135,0,first officer,A321-XLR
i12797,21.9.2013,WN,6327,,DFW,security,minor,126,0,pilot,A321-XLR
i12798,2.4.2008,EY,1747,,LAS,security,critical,67,0,pilot,A380
i12799,6.10.2008,AZ,2385,,ATL,weather,critical,90,0,ground staff,A350-900
i12800,11.4.2020,CX,5212,,PEK,weather,critical,91,0,first officer,747-8
i12801,21.9.2024,TG,1641,,DEN,turbulence,major,25,1,crew,777-300ER
i12802,11.7.2019,MU,4876,,LAS,mechanical,minor,53,0,ground staff,737-400
i12803,19.5.2019,AV,4647,,ORD,turbulence,minor,26,0,crew,A380
i12804,2.10.2019,AY,587,,GRU,security,minor,104,0,mechanic,777-300ER
i12805,23.11.2017,NZ,3278,,BOM,medical,critical,29,1,first officer,737-400
i12806,14.6.2016,KL,2524,,BOM,faa,minor,101,0,ground staff,A350-900
i12807,9.8.2010,FR,217,,GRU,security,minor,88,0,pilot,737-400
i12808,5.6.2014,LH,3945,,LHR,turbulence,major,114,1,ground staff,A380
i12809,27.11.2014,LH,8815,,LAX,medical,minor,67,1,company,A321-XLR
i12810,11.3.2015,KE,9044,,LHR,turbulence,minor,126,1,first officer,A380
i12811,3.9.2013,CX,2164,,DEN,security,major,33,0,pilot,747-8
i12812,6.11.2011,JL,9663,,FRA,security,major,60,0,mechanic,777-300ER
i12813,21.6.2017,NZ,4634,,ATL,security,major,133,0,mechanic,777-300ER
i12814,4.4.2009,AF,3402,,FRA,crew,critical,118,0,first officer,737-400
i12815,21.3.2018,VN,2628,,SYD,crew,major,47,0,first officer,A350-900
i12816,7.6.2013,SQ,2287,,ORD,mechanical,major,12,0,pilot,737-400
i12817,8.9.2014,JL,1850,,FRA,turbulence,minor,15,0,ground staff,777-300ER
i12818,7.6.2018,LH,6742,,GRU,faa,minor,69,0,first officer,747-8
i12819,12.10.2021,FR,5061,,DEN,faa,major,34,0,crew,737-400
i12820,17.7.2022,DL,2340,,DEN,crew,minor,17,0,ground staff,737-400
i12821,11.7.2010,EK,8198,,BOM,faa,minor,129,0,mechanic,A380
i12822,21.11.2009,TG,2179,,HND,security,critical,63,0,crew,A380
i12823,16.2.2015,EY,9605,,ATL,turbulence,major,115,1,pilot,BE206-JetRanger
i12824,3.11.2021,AI,7522,,SFO,medical,critical,130,1,ground staff,747-8
i12825,17.6.2016,WN,6272,,GRU,security,critical,91,0,company,BE206-JetRanger
i12826,18.10.2020,IB,3823,,HND,faa,minor,106,0,crew,A380
i12827,13.3.2019,AF,9230,,SEA,medical,critical,123,0,ground staff,A321-XLR
i12828,3.5.2009,NH,7937,,LHR,medical,major,133,0,first officer,747-8
i12829,27.4.2009,WN,5168,,LHR,crew,minor,114,0,crew,BE206-JetRanger
i12830,5.4.2018,AA,5650,,YYZ,crew,minor,41,0,pilot,747-8
i12831,21.10.2020,AM,554,,FRA,crew,major,57,0,pilot,A380
i12832,14.5.2021,U2,3554,,SEA,mechanical,minor,39,0,ground staff,A380
i12833,12.5.2020,AV,7965,,SEA,crew,minor,119,0,pilot,747-8
i12834,14.3.2009,JL,1553,,ATL,medical,major,127,1,ground staff,747-8
i12835,9.10.2012,AV,5111,,LAS,crew,minor,22,0,pilot,A321-XLR
i12836,17.10.2023,KE,7299,,YYZ,crew,minor,29,0,mechanic,A321-XLR
i12837,17.8.2011,AZ,3620,,DEN,security,minor,133,0,ground staff,747-8
i12838,13.10.2011,KL,2785,,DEN,turbulence,minor,111,0,ground staff,BE206-JetRanger
i12839,4.3.2021,UA,2428,,SFO,security,major,41,0,mechanic,A321-XLR
i12840,19.3.2013,BA,7742,,JFK,security,major,87,0,mechanic,747-8
i12841,23.4.2023,AC,3819,,SFO,mechanical,critical,57,0,mechanic,A321-XLR
i12842,12.8.2023,U2,6419,,JFK,crew,major,82,0,crew,737-400
i12843,3.7.2018,SU,9849,,HND,turbulence,major,43,0,ground staff,A321-XLR
i12844,22.7.2024,EY,3215,,DEN,weather,major,112,0,crew,A321-XLR
i12845,2.10.2014,AZ,7589,,FRA,medical,critical,25,0,first officer,BE206-JetRanger
i12846,21.2.2022,QR,7426,,SYD,turbulence,major,13,0,crew,A321-XLR
i12847,15.2.2021,AA,5771,,LAX,security,minor,27,0,mechanic,777-300ER
i12848,22.9.2012,AV,9427,,JFK,mechanical,major,88,0,pilot,777-300ER
i12849,4.1.2021,TK,5868,,DXB,turbulence,critical,43,0,ground staff,777-300ER
i12850,22.10.2012,LH,6890,,FRA,security,critical,38,0,crew,747-8
i12851,10.1.2017,QR,7593,,DEN,mechanical,major,37,0,pilot,A380
i12852,28.11.2015,NH,3636,,SYD,security,major,70,0,ground staff,A321-XLR
i12853,3.8.2013,CX,1998,,GRU,security,major,59,0,mechanic,A321-XLR
i12854,23.11.2011,AD,5859,,LAX,crew,critical,12,0,ground staff,A380
i12855,4.8.2012,SQ,6442,,DFW,security,major,25,0,first officer,737-800
i12856,2.10.2022,VN,5834,,LAS,medical,major,83,0,first officer,A321-XLR
i12857,23.7.2024,SV,7970,,CDG,faa,major,94,0,first officer,737-800
i12858,23.1.2008,EY,9637,,GRU,weather,critical,49,0,mechanic,A350-900
i12859,7.2.2009,BA,2169,,CDG,turbulence,minor,17,0,pilot,737-800
i12860,13.1.2023,OZ,7230,,DEN,faa,critical,100,0,company,A350-900
